time,pop,nrfr,fpc,iopc,ppolx,io,f,le,sopc,ciopc,hwi,ef,nr,pp,al,lfert
2056.5,6234339229.489231,0.18704346285911053,227.5435484712377,75.33350372497354,6.5738100360541,469654617567.47565,1418583670651.4216,41.44112131384967,235.66672542967163,32.39340660173862,0.31194196881506103,1.3776086563997487,187043462859.11053,894038164.9033576,2064832823.7589834,376.0880533606563
2057.0,6193191543.850998,0.18604544679677967,226.29288342414645,73.9170178396683,6.431476230954864,457782249831.3171,1401475172056.0835,40.97635674867138,232.44901927953833,31.78431767105737,0.307757053484682,1.3706692596652947,186045446796.77966,874680767.4098616,2063461740.6873465,377.82840353438695
2057.5,6151783380.502554,0.1850726595158881,225.1519201949338,72.53436952179615,6.290966212822027,446215728939.4165,1385085840743.4312,40.53867688573615,229.29346211875855,31.189778894372342,0.3037556533792329,1.363922809689162,185072659515.88812,855571404.9437957,2062099983.7049568,379.6159382552914
2058.0,6110209715.177365,0.18412445109189188,224.09819395692224,71.18385747576835,6.152358340623585,434948297512.2407,1369286961869.2878,40.12344967800627,226.1958142049974,30.609058714580392,0.2999099931045206,1.3573494362057,184124451091.89188,836720734.3248075,2060747243.9555478,381.44377961396196
2058.5,6068548377.980568,0.18320018595967838,223.0875827629582,69.85411445781456,6.015720017238237,423913072988.2395,1353817788523.7556,39.72177800626504,223.1210681492647,30.037269216860263,0.2961573417729152,1.3509133113688108,183200185959.67838,818137922.3444002,2059403287.301337,383.27629058629765
2059.0,6026649038.397775,0.18229937067957838,222.1190367193558,68.55131891460073,5.881108666371856,413134740217.57764,1338633479054.5457,39.3336649775657,220.09058285775407,29.47706713327831,0.29250479300861526,1.3446078359395817,182299370679.57837,799830778.6265724,2058068067.8210883,385.11690482175885
2059.5,5984486641.743889,0.18142145935661602,221.19215336598165,67.27979451841841,5.748572654625698,402635031554.7487,1323721487077.2827,38.96161228914036,217.11983716155933,28.930311642919914,0.2889716467542808,1.3384320779814125,181421459356.61603,781805881.0290949,2056741546.0605998,386.96853090695856
2060.0,5942133442.476009,0.1805658599145622,220.30631795035853,66.03808863003242,5.61815214242017,392407134925.7104,1309089539481.5781,38.6070366425393,214.2056188482827,28.39637811091394,0.2855646303871732,1.3323839622685263,180565859914.5622,764068691.3691431,2055423668.3737524,388.8335744788044
2060.5,5899662699.721777,0.17973199475284507,219.46055332913528,64.82478244938723,5.489879842300421,382444351034.2287,1294743240536.2012,38.26504567326737,211.34475353943833,27.874656453236504,0.2822547329874357,1.3264614056447708,179731994752.84506,746623658.5528572,2054114349.9387074,390.71398303382983
2061.0,5857128098.619813,0.17891930050689733,218.65434701022716,63.63871268329396,5.3637816945966,372740092217.31415,1280686519758.9685,37.935250883089395,208.53483477418564,27.364646453816402,0.2790387316901136,1.3206623483063282,178919300506.89734,729474310.4651376,2052813481.3923557,392.61128847270817
2061.5,5814579455.089686,0.17812722781093554,217.88704338113897,62.4787904006425,5.239877473817924,363287891042.4306,1266921525974.2058,37.61725444132479,205.77363775604724,26.865879872276274,0.27591341610726844,1.3149846984520006,178127227810.93555,712623336.4392377,2051520934.0123572,394.52664423808795
2062.0,5772062891.074838,0.17735524104247036,217.15788913468137,61.34399561996473,5.118181335891838,354081400708.2558,1253448993378.438,37.31065680689464,203.0591061676052,26.377918116584834,0.27287562704797835,1.3094263546278972,177355241042.47037,696072661.6812899,2050236564.3408647,396.4608709842077
2062.5,5729621019.024267,0.17660281806596534,216.46606413508462,60.23337225556712,4.998702314658365,345114395722.2105,1240268510973.836,37.015061630260256,200.3893394807742,25.90035006989386,0.26992228007597197,1.3039852174757214,176602818065.96533,679823514.7935376,2048960217.8883553,398.41449611663364
2063.0,5687293127.7177305,0.17586944997505563,215.8107032829569,59.14602343807162,4.881444774609066,336380772631.1766,1227378729669.091,36.73007898726491,197.76258097236465,25.432790078370797,0.26705037989799324,1.2986591956448237,175869449975.05563,663876489.346833,2047691732.1201603,400.387788756658
2063.5,5645115365.16696,0.1751546408332144,215.19091259235688,58.081107199329495,4.7664088256155654,327874550676.84424,1214777527119.414,36.45532755267415,195.17720652106706,24.974876095711682,0.2642570290291505,1.2934462085507987,175154640833.2144,648231600.2837169,2046430938.8741024,402.3807910304184
2064.0,5603120916.324366,0.17445790741302608,214.6057813803741,57.037832499975586,4.653590704371648,319589872302.4189,1202462142416.5083,36.19043607307272,192.6317141931813,24.5262679749895,0.2615394327611838,1.2883441874982815,174457907413.0261,632888335.7945441,2045177666.3212712,404.3933462367563
2064.5,5561340174.438153,0.17377877893438345,214.0543917254717,56.01545557351645,4.542983126433352,311521003470.4526,1190429288217.7876,35.93504435824623,190.12471459027384,24.08664589661207,0.2588949016571189,1.283351076025204,173778778934.38345,617845705.1949359,2043931740.5565708,406.42512426514395
2065.0,5519800905.509201,0.17311679680200873,213.5358259226406,55.013276560164854,4.43457561205192,303662333771.82605,1178675245286.4468,35.68880392923642,187.65492191631793,23.655708920870886,0.25632085233517354,1.278464829947666,173116796802.00873,603102283.2390611,2042692986.887279,408.47564453815045
